Title,DLL Identifier,VIAF Source
Vulcacius Gallicanus ca. 3rd/4th century,A5695,http://viaf.org/viaf/35264515
"Calpurnius Bibulus, Lucius -32?",A5693,http://viaf.org/viaf/39766484
"Baebius Macer, Marcus ca. 1st/2nd century",A5689,http://viaf.org/viaf/50295884
Veranus Cabellitanus -589,A5696,http://viaf.org/viaf/69286660
"Cornelius Bocchus, Lucius 1st century B.C./1st century A.D.",A5690,http://viaf.org/viaf/74242024
Aurelianus Festivus ca. ca. 3rd century,A5684,http://viaf.org/viaf/175319052
Prosperus Conversus Manichaeus,A5705,http://viaf.org/viaf/300752131
Statius Valens,A5703,http://viaf.org/viaf/305392516
Coronatus,A5700,http://viaf.org/viaf/305392579
Munatius Rufus,A5698,http://viaf.org/viaf/305392638
Johannes Arelatensis,A5706,http://viaf.org/viaf/309695176
"Alexander, the Great, 356 B.C.-323 B.C.",A5709,http://viaf.org/viaf/101353608
Matthaeus Zuppardus ca. 1430,A5707,http://viaf.org/viaf/39770402
"Villani, Filippo, -1405?",A5710,http://viaf.org/viaf/260407673
Ferretus Vicentinus 1295-1337,A5734,http://viaf.org/viaf/14760031
"Corsini, Amerigo, 1442-1501",A5715,http://viaf.org/viaf/9743194
"Fiano, Francesco da, -1421",A5729,http://viaf.org/viaf/91112699
"Folengo, Teofilo, 1496-1544",A5719,http://viaf.org/viaf/44325614
"Fonte, Bartolommeo, 1445-1513",A5726,http://viaf.org/viaf/162949
"Geraldini, Antonio, 1449?-1489",A5724,http://viaf.org/viaf/199480073
"Geri, d'Arezzo, approximately 1270-",A5733,http://viaf.org/viaf/224116881
"Silvestri, Domenico",A5721,http://viaf.org/viaf/19749778
"Luisini, Francesco 1523-1568",A5723,http://viaf.org/viaf/15586451
"Gellius Fuscus, c. 3rd Century A.D.",A5722,http://viaf.org/viaf/182033907
"Gnipho, Marcus Antonius, 1st Century B.C.",A5720,http://viaf.org/viaf/286295377
"Sprenger, Jakob, 1436 or 1438-1495",A5704,http://viaf.org/viaf/9898142
"Nicholas, of Cusa, Cardinal, 1401-1464",A5712,http://viaf.org/viaf/2488798
"Avicenna, 980-1037",A5701,http://viaf.org/viaf/89770781
"Trivet, Nicholas, 1258?-1328",A5699,http://viaf.org/viaf/64000382
"De' Bambaglioli, Graziolo, approximately 1291-approximately 1340",A5714,http://viaf.org/viaf/2636590
"Leopardi, Giacomo, 1798-1837",A5702,http://viaf.org/viaf/12311353
"Boiardo, Matteo Maria, 1440 or 1441-1494",A5718,http://viaf.org/viaf/39400425
Plautius Iurisconsultus,A5716,http://viaf.org/viaf/15160069
Bongiovanni da Cavriana,A5713,http://viaf.org/viaf/89550387
Castellanus de Bassano c. 1270/1327,A5717,http://viaf.org/viaf/42275318
"Peckham, John, -1292",A5627,http://viaf.org/viaf/88794405
"Fisher, John, Saint, 1469-1535",A5628,http://viaf.org/viaf/105365062
"Helyar, John, approximately 1502-1541",A5629,http://viaf.org/viaf/56277925
"Aleandro, Girolamo, 1480-1542",A5590,http://viaf.org/viaf/17319843
"Pellicanus, Konrad, 1478-1556",A5588,http://viaf.org/viaf/41862976
"Duns Scotus, John, approximately 1266-1308",A5593,http://viaf.org/viaf/87470154
"John XXII, Pope, -1334",A5591,http://viaf.org/viaf/32005351
"Theodulf, Bishop of Orléans",A4980,http://viaf.org/viaf/72751795
"Eusebius, Pope",A5379,http://viaf.org/viaf/37721887
"Savonarola, Michele, 1385?-1466?",A5731,http://viaf.org/viaf/121624533
"Tebaldeo, Antonio, 1463-1537",A5728,http://viaf.org/viaf/24656587
"Veterano, Federico -1525",A5725,http://viaf.org/viaf/315116855
"Pandone, Porcelio, approximately 1405-approximately 1485",A5732,http://viaf.org/viaf/198099099
"Julius Marathus, 1st Century B.C.",A5730,http://viaf.org/viaf/61941524
"Octavius Lampadio, Gaius, c. 2nd Century A.D.",A5727,http://viaf.org/viaf/3278719
"Miltiades, Pope",A4993,http://viaf.org/viaf/8182724
Paulus Albarus,A4983,http://viaf.org/viaf/211375823
"Paul, the Camaldolese",A4989,http://viaf.org/viaf/79260130
Astronomus,A4982,http://viaf.org/viaf/169644366
"Helias, Petrus",A4987,http://viaf.org/viaf/9917150
"Montanus, Saint, Archbishop of Toledo",A4985,http://viaf.org/viaf/32343959
"Vitoria, Francisco de, 1486?-1546",A3694,http://viaf.org/viaf/265993805
"Salvian, of Marseilles",A4789,http://viaf.org/viaf/110999820
"Silverius, Pope",A4783,http://viaf.org/viaf/12661473
"Sonnatius, of Reims",A4780,http://viaf.org/viaf/57018132
"Messalla Rufus, M. Valerius",A4594,http://viaf.org/viaf/15581907
Secundus of Non,A4590,http://viaf.org/viaf/296885708
"Stilo Praeconinus, L. Aelius (Lucius Aelius)",A4579,http://viaf.org/viaf/26955214
"Giovanni d'Andrea, approximately 1270-1348",A4388,http://viaf.org/viaf/24629057
"Lovati, Lovato de, 1240 or 1241-1309",A4389,http://viaf.org/viaf/1241399
"Ledrede, Richard de, -1360",A4390,http://viaf.org/viaf/79441796
"Sabellico, 1436?-1506",A4237,http://viaf.org/viaf/12414496
"Smarius, Alexander",A4234,http://viaf.org/viaf/285621516
Scotus Anonymus,A4228,http://viaf.org/viaf/69753306
"Gilles, de Corbeil, active 1200",A3919,http://viaf.org/viaf/55644150
"Nielsen, Tue, approximately 1400-1472",A4219,http://viaf.org/viaf/59492861
"Schweickhofer, Johannes",A4222,http://viaf.org/viaf/61986703
"Adam, of Eynsham, active 1196-1232",A4220,http://viaf.org/viaf/65413892
"Ruusbroec, Jan van 1293-1381",A4218,http://viaf.org/viaf/19689348
"Beroaldo, Filippo, 1453-1505",A4095,http://viaf.org/viaf/51797072
"Ritschl, Friedrich Wilhelm, 1806-1876",A3472,https://viaf.org/viaf/30332195
"Rühl, Franz, 1845-1916",A3470,https://viaf.org/viaf/61638470
"Thomas, Paul, 1852-1937",A3486,https://viaf.org/viaf/100162819
"Wölfflin, Eduard von, 1831-1908",A3471,https://viaf.org/viaf/45080602
"Caepasius, L., active 74 B.C.-70 B.C.",A3468,https://viaf.org/viaf/41730791
"Hyginus, C. Julius",A3487,https://viaf.org/viaf/100181375
Avitus Gallonius,A3063,http://viaf.org/viaf/305392563
Eutropius Valentinus -600,A3067,http://viaf.org/viaf/316750646
"Favorinus, of Arles, approximately 81-approximately 150",A3064,http://viaf.org/viaf/50019529
"Foscolo, Ugo, 1778-1827",A3065,http://viaf.org/viaf/36929008
"Calenzio, Elisio, 1430-1503",A3058,http://viaf.org/viaf/17300754
"Dati, Leonardo, 1408-1472",A3059,http://viaf.org/viaf/54461827
"Di Natale, Francesco",A2924,http://viaf.org/viaf/65964142
"Zovenzonius, Raphael, 1431-1485",A2932,http://viaf.org/viaf/3542658
"Puteanus, Erycius, 1574-1646",A5936,http://viaf.org/viaf/120697592
"Heinsius, Nicolaas, 1620-1681",A5937,http://viaf.org/viaf/95302161
"Oudendorp, Frans van, 1696-1761",A5938,http://viaf.org/viaf/37257920
"Scaliger, Joseph Juste",A4720,http://viaf.org/viaf/29540435
Stub,,
"Fritzsche, Otto Fridolin, 1812-1896",A5962,http://viaf.org/viaf/47523420
"Hummelberger, Gabriel, approximately 1490-1544",A5963,http://viaf.org/viaf/47706765
"Lister, Martin, 1638?-1712",A5964,http://viaf.org/viaf/100199531
"Reinesius, Thomas, 1587-1667",A5965,http://viaf.org/viaf/61534699
"Linden, Henricus Antonides van der, 1546-1614",A5966,http://viaf.org/viaf/59956795
"Schuch, Christian Theophil, c. 1803-1856",A5967,http://viaf.org/viaf/59853483
"Marchesi, Concetto, 1878-1957",A5968,http://viaf.org/viaf/32004713
"Price, John, 1600-1676",A5969,http://viaf.org/viaf/25672399
"Hildebrand, Gustav Friedrich, 1812-1869",A5970,http://viaf.org/viaf/30297043
"Reifferscheid, August, 1835-1887",A5971,http://viaf.org/viaf/66457783
"Giles, J. A. (John Allen), 1808-1884",A5972,http://viaf.org/viaf/22193007
"Kiessling, Adolf, 1837-1892",A5973,http://viaf.org/viaf/146145857856623020099
"Schöll, Rudolf, 1844-1893",A5974,http://viaf.org/viaf/71477182
"Hotman, François, 1524-1590",A5975,http://viaf.org/viaf/44300253
"Popma, Titus von, -1621",A5976,http://viaf.org/viaf/35274063
"Clark, Albert Curtis, 1859-1937",A5977,http://viaf.org/viaf/61630238
"Sommalius, Henricus, 1534-1619",A5978,http://viaf.org/viaf/54211734
"Fortlage, C. (Carl), 1806-1881",A5979,http://viaf.org/viaf/32790651
"Bright, William, 1824-1901",A5980,http://viaf.org/viaf/23086641
"Zycha, Joseph",A5981,http://viaf.org/viaf/28088129
"Wowern, Johann van der, 1574-1612",A5942,http://viaf.org/viaf/27204484
"Stewechius, Godescalcus, 1551-1586",A5943,http://viaf.org/viaf/22464501
"Elmenhorst, Geverhart, 1580-1621",A5944,http://viaf.org/viaf/47696396
"Jahn, Otto, 1813-1869",A5945,http://viaf.org/viaf/46875138
"Fleury, Julien, 1647-1725",A5946,http://viaf.org/viaf/54500838
"Orelli, Johann Kaspar von, 1787-1849",A5947,http://viaf.org/viaf/62344858
"Cousin, Victor, 1792-1867",A5948,http://viaf.org/viaf/61544271
"Jourdain, Charles, 1817-1886",A5949,http://viaf.org/viaf/24634345
"Despois, Eugène, 1818-1876",A5950,http://viaf.org/viaf/39466134
"Gilbert, Otto, 1839-1911",A5951,http://viaf.org/viaf/14842004
"Schenkl, Heinrich, 1859-1919",A5952,http://viaf.org/viaf/29611725
"Schenkl, Karl, 1827-1900",A5953,http://viaf.org/viaf/12523146
"Ernesti, August Wilhelm, 1733-1801",A5954,http://viaf.org/viaf/19925759
"Gardthausen, V. (Victor), 1843-1928",A5955,http://viaf.org/viaf/61678405
"Lindenbrog, Friedrich, 1573-1648",A5956,http://viaf.org/viaf/24722868
"Marck, Henricus Hadrianus van der",A5957,http://viaf.org/viaf/54532864
"Tzschucke, Karl Heinrich, 1746-1813",A5958,http://viaf.org/viaf/790114
"Günther, Ottomar, 1836-1891",A5959,http://viaf.org/viaf/264441899
"Laemmer, Hugo, 1835-1918",A5960,http://viaf.org/viaf/49982187
"Gerberon, Gabriel, 1628-1711",A5961,http://viaf.org/viaf/100393705
"Bosscha, Johannes, 1797-1874",A5939,http://viaf.org/viaf/170575703
"Gruterus, Janus, 1560-1627",A5940,http://viaf.org/viaf/61599137
"Colvius, Petrus, 1567-1594",A5941,http://viaf.org/viaf/35213494
"Fabricius, Johann Albert, 1668-1736",A5982,http://viaf.org/viaf/24623353
"Chifflet, Claude, 1541-1580",A5983,http://viaf.org/viaf/20741956
"Valois, Adrien de, 1607-1692",A5984,http://viaf.org/viaf/76423679
"Valois, Henri de, 1603-1676",A5985,http://viaf.org/viaf/56632745
"Thorer, Alban, 1489-1550",A5986,http://viaf.org/viaf/17335205
"Weyman, Carl",A5987,http://viaf.org/viaf/29957741
"Purser, Louis Claude, 1854-1932",A5988,http://viaf.org/viaf/24683540
"Crenius, Thomas, 1648-1728",A5989,http://viaf.org/viaf/49216694
"Urba, Karl Franz",A5990,http://viaf.org/viaf/18121786
"Malcovati, Enrica",A5991,http://viaf.org/viaf/108604095
"Mommsen, Theodor, 1817-1903",A5992,http://viaf.org/viaf/7402506
"Giovio, Benedetto, 1471-1545",A5993,http://viaf.org/viaf/54492095
"Cesariano, Cesare, 1483-1543",A5994,http://viaf.org/viaf/79163309
"Logus, Georgius, 1484-1553",A5995,http://viaf.org/viaf/100199045
"Gryphius, Sebastianus, 1493-1556",A5996,http://viaf.org/viaf/41904313
"Vettori, Pietro, 1499-1585",A5997,http://viaf.org/viaf/73960199
"Caius, John, 1510-1573",A5998,http://viaf.org/viaf/71413882
"Faerno, Gabriello, 1511-1561",A5999,http://viaf.org/viaf/88354857
"Turnèbe, Adrien, 1512-1565",A6000,http://viaf.org/viaf/7445187
"Agustín, Antonio, 1517-1586",A6001,http://viaf.org/viaf/120697822
"Pighius, Stephanus Vinandus, 1520-1604",A6002,http://viaf.org/viaf/66533504
"Nansius, Franciscus, 1525-1595",A6003,http://viaf.org/viaf/52506722
"Chacón, Pedro, 1527-1581",A6004,http://viaf.org/viaf/73950642
"Bersmann, Gregor, 1538-1611",A6005,http://viaf.org/viaf/47692283
"Pithou, Pierre, 1539-1596",A6006,http://viaf.org/viaf/64029691
"Raphelengius, Franciscus, 1539-1597",A6007,http://viaf.org/viaf/73982616
"Carrion, Louis, 1547-1595",A6008,http://viaf.org/viaf/46911967
"Bond, John, 1550-1612",A6009,http://viaf.org/viaf/42115844
"Henry III, King of France, 1551-1589",A6010,http://viaf.org/viaf/5774506
"Titi, Roberto, 1551-1609",A6011,http://viaf.org/viaf/74961015
"Schottus, Andreas, 1552-1629",A6012,http://viaf.org/viaf/88770049
"Modius, François, 1556-1597",A6013,http://viaf.org/viaf/16442257
"Opsopäus, Johannes, 1556-1596",A6014,http://viaf.org/viaf/77085615
"Savaron, Jean, 1566-1622",A6015,http://viaf.org/viaf/17319964
"Lindenbrog, Heinrich, 1570-1642",A6016,http://viaf.org/viaf/74943405
"Gataker, Thomas, 1574-1654",A6017,http://viaf.org/viaf/68983048
"Weitzius, Johannes, 1576-1642",A6018,http://viaf.org/viaf/34602544
"Meurs, Johannes van, 1579-1639",A6019,http://viaf.org/viaf/100203633
"Vaugelas, Claude Favre de, 1585-1650",A6020,http://viaf.org/viaf/27072573
"Saumaise, Claude, 1588-1653",A6021,http://viaf.org/viaf/41850039
"Nevelet, Isaac Nicolaus, 1590-",A6022,http://viaf.org/viaf/261791427
"Bulaeus, Christoph, 1602-1677",A6023,http://viaf.org/viaf/50078041
"Schrevel, Cornelis, 1608-1664",A6024,http://viaf.org/viaf/3348997
"Freinsheim, Johann, 1608-1660",A6025,http://viaf.org/viaf/82776509
"Boxhorn, Marcus Zuerius, 1612-1653",A6026,http://viaf.org/viaf/47066992
"Vossius, Isaac, 1618-1689",A6027,http://viaf.org/viaf/54197108
"Vliet, Jan van, 1622-1666",A6028,http://viaf.org/viaf/44417197
"Blankaart, Nikolaas, 1624-1703",A6029,http://viaf.org/viaf/12410245
"Mérouville, Charles de Hallot de, 1625-1705",A6030,http://viaf.org/viaf/49581733
"Peschwitz, Gottfried von, 1631-1696",A6031,http://viaf.org/viaf/55219917
"Graevius, Joannes Georgius, 1632-1703",A6032,http://viaf.org/viaf/17297891
"Pitiscus, Samuel, 1637-1727",A6033,http://viaf.org/viaf/32742087
"Zylvelt, Anthony van, 1640-1695",A6034,http://viaf.org/viaf/59996376
"Dodwell, Henry, 1641-1711",A6035,http://viaf.org/viaf/19912139
"Hooghe, Romeyn de, 1645-1708",A6036,http://viaf.org/viaf/15043211
"Riguez, Robert, 1647-1725",A6037,http://viaf.org/viaf/7468391
"Broekhuizen, Johan van, 1649-1707",A6038,http://viaf.org/viaf/61896231
"Gaasbeeck, Abraham van fl., 1655-1675",A6039,http://viaf.org/viaf/99239361
"Almeloveen, Theodoor Jansson ab, 1657-1712",A6040,http://viaf.org/viaf/19829807
"Bentley, Richard, 1662-1742",A6041,http://viaf.org/viaf/27862472
"Maittaire, Michael, 1667-1747",A6042,http://viaf.org/viaf/9865630
"Burman, Pieter, 1668-1741",A6043,http://viaf.org/viaf/64789715
"Capperonnier, Claude, 1671-1744",A6044,http://viaf.org/viaf/68939267
"Davies, John, 1679-1732",A6045,http://viaf.org/viaf/65186822
"Hesselius, Franciscus, 1680-1746",A6046,http://viaf.org/viaf/133290526
"Poleni, Giovanni, 1683-1761",A6047,http://viaf.org/viaf/50023446
"Drakenborch, Arnold, 1684-1748",A6048,http://viaf.org/viaf/59882122
"Broen, Willem de, 1686-1748",A6049,http://viaf.org/viaf/206075922
"Volpi, Gio. Antonio, 1686-1766",A6050,http://viaf.org/viaf/66457966
"Clarke, John, 1687-1734",A6051,http://viaf.org/viaf/77557772
"Cannegieter, Hendrik, 1691-1770",A6052,http://viaf.org/viaf/39326858
"Markland, Jeremiah, 1693-1776",A6053,http://viaf.org/viaf/17571192
"Arntzenius, Johannes, 1702-1759",A6054,http://viaf.org/viaf/55090629
"Ernesti, Johann August, 1707-1781",A6055,http://viaf.org/viaf/15000894
"Philippe de Prétot, Étienne-André, 1710-1787",A6056,http://viaf.org/viaf/100205975
"Foggini, Pietro Francesco, 1713-1783",A6057,http://viaf.org/viaf/52032834
"Wernsdorf, Johann Christian, 1723-1793",A6058,http://viaf.org/viaf/54245623
"Brotier, Gabriel, 1723-1789",A6059,http://viaf.org/viaf/61556106
"Gruner, Johann Friedrich, 1723-1778",A6060,http://viaf.org/viaf/775684
"Wilkes, John, 1725-1797",A6061,http://viaf.org/viaf/62815192
"Gronovius, Laurentius Theodorus, 1730-1777",A6062,http://viaf.org/viaf/100188133
"Wagner, Johann Augustin, 1734-1807",A6063,http://viaf.org/viaf/25029863
"Oberlin, Jer. Jac. (Jeremias Jacob), 1735-1806",A6064,http://viaf.org/viaf/46834236
"Bernhold, Johann Michael, 1736-1797",A6065,http://viaf.org/viaf/3332055
"Harless, Gottlieb Christoph, 1738-1815",A6066,http://viaf.org/viaf/36952926
"Zanten, Laurens van, 1746-1798",A6067,http://viaf.org/viaf/64767264
"Rode, August, 1751-1837",A6068,http://viaf.org/viaf/57370207
"Helfrecht, Johann Theodor Benjamin, 1753-1819",A6069,http://viaf.org/viaf/268617254
"Carey, John, 1756-1826",A6070,http://viaf.org/viaf/71740278
"Ernesti, Johann Christian Gottlieb, 1756-1802",A6071,http://viaf.org/viaf/74090728
"Döring, F. W. (Friedrich Wilhelm), 1757-1837",A6072,http://viaf.org/viaf/32143036
"Ruperti, Georg Alexander, 1758-1839",A6073,http://viaf.org/viaf/103211658
"Wolf, F. A. (Friedrich August), 1759-1824",A6074,http://viaf.org/viaf/45080401
"Spalding, Georg Ludvig, 1762-1811",A6075,http://viaf.org/viaf/10028125
"Wetzel, Johann Christian Friedrich, 1762-1810",A6076,http://viaf.org/viaf/5359478
"Eisenschmidt, Christian Friedrich, 1763-1827",A6077,http://viaf.org/viaf/101104810
"Lenz, Karl Gotthold, 1763-1809",A6078,http://viaf.org/viaf/32760437
"Amar Du Rivier, Jean-Augustin, 1765-1837",A6079,http://viaf.org/viaf/24734335
"Dussault, Jean-Joseph-François, 1769-1824",A6080,http://viaf.org/viaf/19687461
"Achaintre, Nicolas-Louis, 1771-1836",A6081,http://viaf.org/viaf/27107328
"Hofman, Friedrich Gottlob, 1772-1841",A6082,http://viaf.org/viaf/28435212
"Hase, Charles Benoît, 1780-1864",A6083,http://viaf.org/viaf/29832920
"Conradi, Johann Wilhelm Heinrich, 1780-1861",A6084,http://viaf.org/viaf/59841179
"Dissen, Ludolf Georg, 1784-1837",A6085,http://viaf.org/viaf/69674110
"Planck, Heinrich, 1785-1831",A6086,http://viaf.org/viaf/17571723
"Hand, Ferdinand, 1786-1851",A6087,http://viaf.org/viaf/19937154
"Valpy, Abraham John, 1787-1854",A6088,http://viaf.org/viaf/13082604
"Weichert, August, 1788-1844",A6089,http://viaf.org/viaf/261533519
"Lachmann, Karl, 1793-1851",A6090,http://viaf.org/viaf/64025742
"Frotscher, Karl Heinrich, 1796-1876",A6091,http://viaf.org/viaf/44406901
"Müller, Karl Otfried, 1797-1840",A6092,http://viaf.org/viaf/39545416
"Sillig, Julius, 1801-1855",A6093,http://viaf.org/viaf/15545038
"Dübner, Fr. (Friedrich), 1802-1867",A6094,http://viaf.org/viaf/12336286
"Spengel, Leonhard von, 1803-1880",A6095,http://viaf.org/viaf/41930269
"Franz, Johannes, 1804-1851",A6096,http://viaf.org/viaf/17981050
"Stern, Reinhard August Heinrich, 1804-1863",A6097,http://viaf.org/viaf/44647086
"Dillaway, Charles K. (Charles Knapp), 1804-1889",A6098,http://viaf.org/viaf/46098759
"Dederich, Andreas, 1804-",A6099,http://viaf.org/viaf/74206345
"Pinder, M. (Moritz), 1807-1871",A6100,http://viaf.org/viaf/45048063
"Haupt, Moriz, 1808-1874",A6101,http://viaf.org/viaf/36998303
"Krahner, Leopold, 1810-1884",A6102,http://viaf.org/viaf/81341285
"Ladewig, Th. (Theodor), 1812-1878",A6103,http://viaf.org/viaf/54432066
"Kraner, Friedrich, 1812-1863",A6104,http://viaf.org/viaf/69680305
"Zumpt, A. W. (August Wilhelm), 1815-1877",A6105,http://viaf.org/viaf/5698068
"Henzen, Wilhelm, 1816-1887",A6106,http://viaf.org/viaf/42632633
"Oehler, Franz, 1817-1866",A6107,http://viaf.org/viaf/79146090
"Bormann, Albert, 1819-1882",A6108,http://viaf.org/viaf/47499155
"Frigell, A. (Anders), 1820-1897",A6109,http://viaf.org/viaf/102322286
"Bunte, Bernhard, 1821-1898",A6110,http://viaf.org/viaf/37312756
"Nipperdey, Karl, 1821-1875",A6111,http://viaf.org/viaf/41955653
"Ribbeck, Otto, 1827-1898",A6112,http://viaf.org/viaf/19728115
"Ilberg, Friedrich Theodor Hugo, 1828-1883",A6113,http://viaf.org/viaf/32765789
"Wagener, Auguste, 1829-1896",A6114,http://viaf.org/viaf/13118578
"Furneaux, Henry, 1829-1900",A6115,http://viaf.org/viaf/47161437
"Bursian, Conrad, 1830-1883",A6116,http://viaf.org/viaf/57385669
"Gildersleeve, Basil L. (Basil Lanneau), 1831-1924",A6117,http://viaf.org/viaf/2490055
"Gutschmid, Alfred von, 1831-1887",A6118,http://viaf.org/viaf/52454339
"Breysig, Alfred August Bernhard, 1831-1901",A6119,http://viaf.org/viaf/82650429
"Froehner, Wilhelm, 1834-1925",A6120,http://viaf.org/viaf/39736474
"Ellis, Robinson, 1834-1913",A6121,http://viaf.org/viaf/7379847
"Cranstoun, James, 1837-1901",A6122,http://viaf.org/viaf/294738064
"Spengel, Andreas, 1838-1905",A6123,http://viaf.org/viaf/20458896
"Herbermann, Charles George, 1840-1916",A6124,http://viaf.org/viaf/74233749
"Kohlmann, Philipp, 1842-1889",A6125,http://viaf.org/viaf/89207331
"Rühl, Franz, 1845-1916",A6126,http://viaf.org/viaf/61638470
"Ehwald, Rudolf, 1847-1927",A6127,http://viaf.org/viaf/22361146
"Vliet, Joannes van der, 1847-1902",A6128,http://viaf.org/viaf/52422543
"Amelli, Ambrogio, 1848-1933",A6129,http://viaf.org/viaf/44735462
"Frick, Karl, 1848-",A6130,http://viaf.org/viaf/88916042
"Seeck, Otto, 1850-1921",A6131,http://viaf.org/viaf/39595637
"Plessis, Frédéric, 1851-1942",A6132,http://viaf.org/viaf/24633668
"Birt, Theodor, 1852-1933",A6133,http://viaf.org/viaf/29660173
"Sepp, Bernhard, 1853-1920",A6134,http://viaf.org/viaf/18001047
"West, Andrew Fleming, 1853-1943",A6135,http://viaf.org/viaf/22922449
"Eymer, Wenzel, 1854-",A6136,http://viaf.org/viaf/24959289
"Kelsey, Francis W. (Francis Willey), 1858-1927",A6137,http://viaf.org/viaf/13112735
