Title,DLL Identifier,VIAF Source
"Fructuosus, Saint, Archbishop of Braga",A4427,http://viaf.org/viaf/59442548
"Fulgentius, Fabius Planciades",A4434,http://viaf.org/viaf/300081560
"Gallus, Anonymus",A4419,http://viaf.org/viaf/13100620
Grillius (Grammarian),A4425,http://viaf.org/viaf/262481229
"Namatianus, Claudius Rutilius, active 5th century",A4453,http://viaf.org/viaf/102333340/
"Desiderius, Saint, Bishop of Cahors",A4456,http://viaf.org/viaf/88983997
"Eligius, Saint",A4461,http://viaf.org/viaf/3273353
"Arn, Archbishop of Salzburg",A4471,http://viaf.org/viaf/268844013/
"Cornutus, Lucius Anneaus, active 1st century",A4459,http://viaf.org/viaf/92055226/
"Oswald, Saint, -992",A4457,http://viaf.org/viaf/232113814/
"Guillaume, de Champeaux, Bishop, 1070?-1121",A4472,http://viaf.org/viaf/71440072/
"Alanus, de Insulis",A4458,http://viaf.org/viaf/29676447
"Geoffrey, of Vitrey, active 12th century",A4455,http://viaf.org/viaf/268420556
"Gherardo, da Creomona, 1113 or 1114-1187",A4469,http://viaf.org/viaf/84814786/
"Averroës, 1126-1198",A4447,http://viaf.org/viaf/19688718
"Hermann, of Carinthia",A4443,http://viaf.org/viaf/249187894
"Langton, Stephen, -1228",A4438,http://viaf.org/viaf/7385506
"Sunesen, Anders, -1228",A4441,http://viaf.org/viaf/64027472
"Jiménez de Rada, Rodrigo, approximately 1170-1247",A4450,http://viaf.org/viaf/22130319
"Svend Aagesen, approximately 1130-",A4448,http://viaf.org/viaf/51584932
"Evagrius, Monachus",A4444,http://viaf.org/viaf/51592447
"Eusebius Hwaetbert, of Wearmouth",A4439,http://viaf.org/viaf/47154296
"Eugenius, of Carthage",A4442,http://viaf.org/viaf/12661252
"Pseudo-Eugenio, di Toledo",A4451,http://viaf.org/viaf/1498994
"Gratian, Emperor of Rome",A4446,http://viaf.org/viaf/57409191
"Constantine, the African, approximately 1020-1087",A4463,http://viaf.org/viaf/261701111
"Lambert, le chanoine, active 11th century-12th century",A4496,http://viaf.org/viaf/61589856/
"Agnellus, of Ravenna (Physician)",A4466,http://viaf.org/viaf/280582403
"Agobard, Saint",A4476,http://viaf.org/viaf/266726603
"Alcher, de Clairvaux",A4494,http://viaf.org/viaf/64396114
"Aldobrandinus, de Toscanella",A4464,http://viaf.org/viaf/31883329
"Alexander, of Ashby",A4473,http://viaf.org/viaf/12543979
"Robert, of Chester, active 1143",A4460,http://viaf.org/viaf/32794419/
"Alexander III, Pope",A4497,http://viaf.org/viaf/307158035
Ambrosius Autpertus,A4467,http://viaf.org/viaf/85061732
"Gilbertus, Universalis, -1134",A4477,http://viaf.org/viaf/73812270
Defensor,A4474,http://viaf.org/viaf/281346627
Diomedes (Grammarian),A4483,http://viaf.org/viaf/19831889
"Emporius, Orator",A4470,http://viaf.org/viaf/41740033
"Cato, Dionysius",A4479,http://viaf.org/viaf/49256470/
"Charles IV, Holy Roman Emperor, 1316-1378",A4462,http://viaf.org/viaf/88599000/
"Columba, Saint, 521-597",A4468,http://viaf.org/viaf/79402324/
"Dunstan, Saint, 909-988",A4465,http://viaf.org/viaf/88956220/
"Widukind, of Corvey, approximately 925-approximately 973",A4475,http://viaf.org/viaf/88974739/
"Paulinus, of Nola, Saint, approximately 353-431",A4499,http://viaf.org/viaf/23387750
"Achilles, of Spoleto",A4510,http://viaf.org/viaf/44692390
"Aphthonius, active 4th century-5th century",A4514,http://viaf.org/viaf/265112315
Avianus,A4508,http://viaf.org/viaf/41836105
"Cellanus, of Péronne, -706",A4515,http://viaf.org/viaf/68687270
"Donatus, Tiberius Claudius",A4491,http://viaf.org/viaf/59888289/
"Gerardus, Cameracensis, approximately 980-1051",A4492,http://viaf.org/viaf/314848204
Martianus Capella,A4501,http://viaf.org/viaf/95152094/
"Luxorius, 6th century",A4489,http://viaf.org/viaf/44435588/
"Egbert, Saint, -766",A4478,http://viaf.org/viaf/193579739/
"Haymo, Bishop of Halberstadt, -853",A4486,http://viaf.org/viaf/49149353/
"Haimo, of Auxerre, -approximately 855",A4495,http://viaf.org/viaf/79148266/
"Ethelwerd, -998?",A4484,http://viaf.org/viaf/54504440/
"Bata, Aelfric",A4493,http://viaf.org/viaf/16503422/
"Adelard, of Bath, approximately 1090-approximately 1160",A4480,http://viaf.org/viaf/35253721/
"Ælnoth, monk of St. Augustine, Canterbury, active 1085-1109",A4487,http://viaf.org/viaf/56519806
"Albuin, of Säben-Brixen, Saint",A4485,http://viaf.org/viaf/144671829
"Stephanus, Antiochenus, active 1127",A4482,http://viaf.org/viaf/74003001/
"Héloïse, 1095-1163 or 1164",A4490,http://viaf.org/viaf/194374970
"Hilarius, Aurelianensis, approximately 1075-1140?",A4481,http://viaf.org/viaf/76372713
"Elisabeth, of Schönau, Saint, approximately 1129-1164",A4488,http://viaf.org/viaf/61685758
"Turpilius, Sex. (Sextus)",A4507,http://viaf.org/viaf/98270151
"Valerius Antias, Quintus",A4516,http://viaf.org/viaf/41732015
"Varro, Marcus Terentius",A4504,http://viaf.org/viaf/100219311
Velius Longus,A4513,http://viaf.org/viaf/27413956
Egeria,A4519,http://viaf.org/viaf/17218101
Anthimus,A4505,http://viaf.org/viaf/251360547
"Apuleius, Barbarus",A4502,http://viaf.org/viaf/77901738
Archidiaconus Romanus Anonymus,A4511,http://viaf.org/viaf/7774792
Audax,A4530,http://viaf.org/viaf/1167145857083122921697
Baudonivia,A4517,http://viaf.org/viaf/6944311
Burginda,A4536,http://viaf.org/viaf/29924020
"Caper, Flavius",A4506,http://viaf.org/viaf/14658898/
"Charisius, Flavius Sosipater",A4524,http://viaf.org/viaf/2629440
"Chilpéric I, King of the Franks",A4534,http://viaf.org/viaf/24991259
"Claudianus, Claudius",A4503,http://viaf.org/viaf/246763674
Pseudo-Claudianus,A4512,http://viaf.org/viaf/29361175
"Colman, Saint",A4531,http://viaf.org/viaf/5742754
Cummian,A4509,http://viaf.org/viaf/39766146
"Nennius, active 796",A4500,http://viaf.org/viaf/24618588/
"Priscian, active approximately 500-530",A4498,http://viaf.org/viaf/76294069/
"Oppius, C.",A4557,http://viaf.org/viaf/302844407
Ticidas,A4550,http://viaf.org/viaf/36808461
"Trajan, Emperor of Rome",A4528,http://viaf.org/viaf/88067472
Valerius Maximus,A4545,http://viaf.org/viaf/44316768
"Valerius Soranus, Q. (Quintus)",A4525,http://viaf.org/viaf/17113538
"Varro Atacinus, P. Terentius (Publius Terentius)",A4535,http://viaf.org/viaf/77112123
Velleius Paterculus,A4542,http://viaf.org/viaf/100171160
Veranius,A4522,http://viaf.org/viaf/9738421
Volcacius Sedigitus,A4532,http://viaf.org/viaf/51580481
Anonymus ad Cuimnanum,A4529,http://viaf.org/viaf/203797144
Apponius,A4523,http://viaf.org/viaf/268777753
"Apringius, Bishop of Beja",A4533,http://viaf.org/viaf/48930167
"Asterius, of Ansedunum",A4520,http://viaf.org/viaf/75907789
"Bobolenus, Abbot of Bobbio",A4526,http://viaf.org/viaf/15160466
"Victor, Claudius Marius",A4541,http://viaf.org/viaf/37032906
Cledonius,A4521,http://viaf.org/viaf/54504026
"Cyprian, Saint, Bishop of Toulon",A4518,http://viaf.org/viaf/266390896
"Firmin,‏ of Uzès",A4547,http://viaf.org/viaf/44694176
"Viventius, of Lyon",A4527,http://viaf.org/viaf/27472772
Cyprianus Gallus,A4537,http://viaf.org/viaf/71293232
"Theodoric, of Fleury",A4556,http://viaf.org/viaf/54270986
"Laurentius, of Monte Cassino",A4570,http://viaf.org/viaf/187743589
"Alan, of Tewkesbury",A4551,http://viaf.org/viaf/69286128
"Alan, of Farfa",A4577,http://viaf.org/viaf/2858601
"Ninnius, Crassus",A4567,http://viaf.org/viaf/49117812
Novius,A4549,http://viaf.org/viaf/34350195
Phaedrus,A4554,http://viaf.org/viaf/100219094
"Pomponius, L. (Lucius), Bononiensis",A4571,http://viaf.org/viaf/37264245
Porcius Licinus,A4552,http://viaf.org/viaf/26954027
Scribonius Largus,A4555,http://viaf.org/viaf/100210100
"Sisenna, L. Cornelius (Lucius Cornelius)",A4572,http://viaf.org/viaf/46654343
Staberius Eros,A4553,http://viaf.org/viaf/71282418
"Sulpicius Apollinaris, Gaius",A4569,http://viaf.org/viaf/44655240
"Aelius Tubero, Q. (Quintus)",A4538,http://viaf.org/viaf/2361719
"Agroecius, Bishop of Sens",A4548,http://viaf.org/viaf/289415457
Pseudo-Augustinus,A4539,http://viaf.org/viaf/7386286
Apicius,A4543,http://viaf.org/viaf/191439325
Arusianus Messius,A4540,http://viaf.org/viaf/89708447
Belisarius,A4546,http://viaf.org/viaf/54536862
Calcidius,A4544,http://viaf.org/viaf/266558598
"Frontinus, Sextus Julius",A4597,http://viaf.org/viaf/12349897
Mummius,A4566,http://viaf.org/viaf/24492888
"Naevius, Gnaeus",A4575,http://viaf.org/viaf/25721768
"Eugene III, Pope",A4561,http://viaf.org/viaf/142614511
"Nigidius Figulus, Publius",A4558,http://viaf.org/viaf/62344836
"Orbilius Pupillus, L. (Lucius)",A4564,http://viaf.org/viaf/76207567
"Pacuvius, Marcus",A4573,http://viaf.org/viaf/19725172
"Trogus, Pompeius",A4591,http://viaf.org/viaf/54940886
Pompilius,A4562,http://viaf.org/viaf/44189131
"Claudius Quadrigarius, Quintus",A4559,http://viaf.org/viaf/55551647
"Rutilius Lupus, Publius",A4568,http://viaf.org/viaf/100211635
"Rutilius Rufus, P. (Publius)",A4576,http://viaf.org/viaf/51581927
Santra,A4584,http://viaf.org/viaf/52081527
"Scaurus, Marcus Aemilius",A4565,http://viaf.org/viaf/21227956
"Terentius Scaurus, Q. (Quintus)",A4574,http://viaf.org/viaf/49572621
Pseudo-Seneca,A4582,http://viaf.org/viaf/294784551
"Ena, Sextilius",A4563,http://viaf.org/viaf/76206376
Sueius,A4589,http://viaf.org/viaf/46652894
"Sulla, Lucius Cornelius",A4560,http://viaf.org/viaf/84037378
Trabea,A4585,http://viaf.org/viaf/101036993
Cornelius Epicadus,A4598,http://viaf.org/viaf/287619582
"Gellius, Cn.",A4603,http://viaf.org/viaf/29920769
Lactantius Placidus,A4599,http://viaf.org/viaf/91686369
Pseudo-Calpurnius,A4604,http://viaf.org/viaf/41018479
"Andronicus, Livius",A4613,http://viaf.org/viaf/178307060
"Lutatius Catulus, Q. (Quintus), approximately 121 B.C.-approximately 60 B.C.",A4600,http://viaf.org/viaf/7281586
"Petrus, Diaconus, of Monte Cassino, approximately 1107-approximately 1140",A4601,http://viaf.org/viaf/90775767
"Memmius, C., -100 B.C.",A4596,http://viaf.org/viaf/12198191
"Angilbert, Abbot of Saint-Riquier, approximately 745-814",A4580,http://viaf.org/viaf/72200291
"Clotaire II, King of the Franks",A4587,http://viaf.org/viaf/78186977
"Novius, L. (Lucius)",A4595,http://viaf.org/viaf/4820997
"Opilius, Aurelius",A4583,http://viaf.org/viaf/47152542
"Pollio, Gaius Asinius",A4581,http://viaf.org/viaf/88642691
"Postumius Albinus, A. (Aulus)",A4578,http://viaf.org/viaf/34844123
"Probus, Marcus Valerius",A4588,http://viaf.org/viaf/90633449
Pseudo-Sallust,A4615,http://viaf.org/viaf/92416118
"Scaevola, Quintus Mucius, -82 B.C.",A4593,http://viaf.org/viaf/69721986
Sevius Nicanor,A4592,http://viaf.org/viaf/66358646
"Curtius Rufus, Quintus",A4602,http://viaf.org/viaf/73866222
"Constantine I, Emperor of Rome",A4611,http://viaf.org/viaf/97746098
"Marsus, Domitius",A4637,http://viaf.org/viaf/75182365
Egnatius,A4623,http://viaf.org/viaf/41730506
"Fabius Maximus Servilianus, Q.",A4608,http://viaf.org/viaf/24492370
Fabius Pictor,A4635,http://viaf.org/viaf/188734888
"Fronto, Marcus Cornelius",A4605,http://viaf.org/viaf/66499129
Gaius,A4619,http://viaf.org/viaf/5725215
Germanicus Caesar,A4612,http://viaf.org/viaf/56580498
"Grattius, Faliscus",A4624,http://viaf.org/viaf/250873970
"Prudentius, 348-",A4609,http://viaf.org/viaf/100010336/
Cassius Hemina,A4636,http://viaf.org/viaf/177048
"Hyginus, Gromaticus",A4606,http://viaf.org/viaf/8904404
"Laberius, D. (Decimus)",A4620,http://viaf.org/viaf/39270897
"Lucilius, Gaius, approximately 180 B.C.-approximately 102 B.C.",A4618,http://viaf.org/viaf/89131128
Luscius Lanuvinus,A4625,http://viaf.org/viaf/12199112
Lygdamus,A4614,http://viaf.org/viaf/16416718
"Maecianus, L. Volusius (Lucius Volusius)",A4610,http://viaf.org/viaf/61905645
"Mela, Pomponius",A4607,http://viaf.org/viaf/34489209
Titinius,A4616,http://viaf.org/viaf/197436941
"Malaterra, Goffredo",A4654,http://viaf.org/viaf/54279828
"Bury, Richard de, 1287-1345",A4650,http://viaf.org/viaf/32352662/
"Sigebert, of Gembloux, approximately 1030-1112",A4640,http://viaf.org/viaf/88029539/
"Dante Alighieri, 1265-1321",A4646,http://viaf.org/viaf/97105654/
Balbus,A4647,http://viaf.org/viaf/79208984
Pseudo-Brutus,A4656,http://viaf.org/viaf/311373177
"Cinna, C. Helvius",A4645,http://viaf.org/viaf/77107259
"Ennius, Quintus",A4631,http://viaf.org/viaf/84976347
"Fannius, C. (Caius)",A4621,http://viaf.org/viaf/9734389
"Festus, Sextus Pompeius",A4628,http://viaf.org/viaf/89123645
"Furius Antias, A. (Aulus)",A4648,http://viaf.org/viaf/51580565
"Gallus, Gaius Cornelius",A4626,http://viaf.org/viaf/79139886
"Hadrian, Emperor of Rome",A4632,http://viaf.org/viaf/82440741
"Hirtius, Aulus",A4622,http://viaf.org/viaf/100183222
Baebius Italicus,A4629,http://viaf.org/viaf/70293679
Laevius,A4627,http://viaf.org/viaf/54038346
"Macer, C. Licinius (Caius Licinius)",A4639,http://viaf.org/viaf/17112337
"Maecenas, Gaius Cilnius",A4633,http://viaf.org/viaf/36906810
"Marullus, active 160",A4630,http://viaf.org/viaf/71284280
"Matius, Cn.",A4634,http://viaf.org/viaf/71377303
"Peter, of Blois, approximately 1135-approximately 1212",A4642,http://viaf.org/viaf/24572572/
Anonymus Neveleti,A4669,http://viaf.org/viaf/1342235
"Leo, the Deacon",A4676,http://viaf.org/viaf/39733511
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",A4655,http://viaf.org/viaf/90637919
"Valerius, Aedituus",A4643,http://viaf.org/viaf/15123020
"Afranius, Lucius",A4673,http://viaf.org/viaf/24739090
Aprissius,A4651,http://viaf.org/viaf/2360608
Aquilius,A4661,http://viaf.org/viaf/7282864
"Arruntius, L. (Lucius)",A4641,http://viaf.org/viaf/31888278
"Asconius Pedianus, Quintus",A4670,http://viaf.org/viaf/85065079
Atilius,A4658,http://viaf.org/viaf/61437461
"Bibaculus, M. Furius (Marcus Furius)",A4674,http://viaf.org/viaf/39267906
"Caesar, Julius",A4644,http://viaf.org/viaf/286265178
"Caesar Strabo, C. Julius",A4671,http://viaf.org/viaf/31887961
Calpurnius Flaccus,A4652,http://viaf.org/viaf/1693120
"Piso Frugi, Lucius Calpurnius",A4662,http://viaf.org/viaf/10641170
"Coelius Antipater, Lucius",A4675,http://viaf.org/viaf/79397265
"Cornificius, Q. (Quintus)",A4653,http://viaf.org/viaf/243742411
Licinius Imbrex,A4649,http://viaf.org/viaf/76207994
"Coriolanus, Cnaeus Marcius",A4638,http://viaf.org/viaf/156690337
"Achardus, of Arroasia",A4696,http://viaf.org/viaf/22494291
"John, of Garland, approximately 1195-approximately 1272",A4694,http://viaf.org/viaf/64042540/
"Maydeston, Clement, 1390-approximately 1456",A4685,http://viaf.org/viaf/268430344/
"Oresme, Nicole, approximately 1320-1382",A4663,http://viaf.org/viaf/64010010/
"Petrus, de Ebulo, active 1196",A4672,http://viaf.org/viaf/22945978/
"Raoul, de Caen, 1080-1120",A4681,http://viaf.org/viaf/9249485/
"Richer, of Saint-Rémy, active 10th century",A4660,http://viaf.org/viaf/76380887/
"Thegan, Chorepiscopus of Trier, approximately 800-",A4679,http://viaf.org/viaf/7540523/
"William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190",A4689,http://viaf.org/viaf/262737778/
"Boethius, of Dacia, active 13th century",A4666,http://viaf.org/viaf/84079513/
"Accius, Lucius",A4664,http://viaf.org/viaf/4905872
"Asellio, Sempronius",A4677,http://viaf.org/viaf/59144814342924971191
Ateius Praetextatus L. (Lucius),A4687,http://viaf.org/viaf/78670014
"Atta, Titus Quinctius",A4667,http://viaf.org/viaf/196932421
"Brutus, M. Junius (Marcus Junius), active 146 B.C.-136 B.C.",A4683,http://viaf.org/viaf/24493397
Caecilius Statius,A4665,http://viaf.org/viaf/12276017
"Cato, Marcus Porcius",A4678,http://viaf.org/viaf/99852885
Pseudo-Cicero,A4688,http://viaf.org/viaf/305360068
"Cicero, Quintus Tullius",A4668,http://viaf.org/viaf/267738833
"Melancthon, Philipp",A4707,http://viaf.org/viaf/76319978
"Vega, Garcilaso de la",A4712,http://viaf.org/viaf/100186624
"May, Thomas",A4706,http://viaf.org/viaf/100904863
"Owen, John",A4705,http://viaf.org/viaf/41879107
"Kepler, Johannes",A4709,http://viaf.org/viaf/41842150
"Newton, Isaac",A4713,http://viaf.org/viaf/22146457
"Janus, Secundus",A4717,http://viaf.org/viaf/103105717
"Boym, Michał",A4704,http://viaf.org/viaf/77044131
"Spinoza, Benedictus de",A4708,http://viaf.org/viaf/22149024
"Navagero, Andrea",A4691,http://viaf.org/viaf/64016044
"Holberg, Ludvig",A4697,http://viaf.org/viaf/66468731
"Bourbon, Nicolas, 1503-1550",A4695,http://viaf.org/viaf/61581703
"Fava, Guido, approximately 1190-approximately 1245",A4693,http://viaf.org/viaf/24561532
"Falcando, Ugo, -approximately 1200",A4699,http://viaf.org/viaf/24767704/
"Godfrey, of Winchester, approximately 1050-1107",A4692,http://viaf.org/viaf/63726052/
"Constantine, of St. Symphorian",A4690,http://viaf.org/viaf/5318663
"Radolf, of Liège",A4686,http://viaf.org/viaf/34854292
"Claudius Caecus, App. (Appius)",A4682,http://viaf.org/viaf/51580452
Caesius Bassus,A4680,http://viaf.org/viaf/73701279
"Calvus, C. Licinius Macer",A4701,http://viaf.org/viaf/79136604
"Cornelia, mother of the Gracchi",A4684,http://viaf.org/viaf/61941238
"Bulteel, Gislain",A4715,http://viaf.org/viaf/259009768
"Tünger, Augustin",A4718,http://viaf.org/viaf/128559
"Bošković, Baro",A4734,http://viaf.org/viaf/190898102
"More, Thomas, Saint",A4725,http://viaf.org/viaf/29541174
"Halley, Edmond",A4710,http://viaf.org/viaf/71400665
"Sannazaro, Jacopo",A4732,http://viaf.org/viaf/87990970
"Gwinne, Matthew",A4723,http://viaf.org/viaf/32790890
"Fredegarius, Scholasticus",A4722,http://viaf.org/viaf/13105463
"Joachim, of Fiore, approximately 1132-1202",A4727,http://viaf.org/viaf/195764159/
"Gregorius, Magister",A4698,http://viaf.org/viaf/111537314/
"Henry VII, King of England, 1457-1509",A4735,http://viaf.org/viaf/268547728/
"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",A4726,http://viaf.org/viaf/239502727/
"Leo, Archipresbyter, active 10th century",A4700,http://viaf.org/viaf/89019137/
"Protospatharius, Lupus‏",A4737,https://viaf.org/viaf/84485715
"Stephanus, de Varda",A4702,
"Galilei, Galileo",A4716,http://viaf.org/viaf/2470550
"Balde, Jakob",A4703,http://viaf.org/viaf/36914132
"Bacon, Francis",A4711,http://viaf.org/viaf/31992319
"Xylander, Wilhelm",A4714,http://viaf.org/viaf/68983030
"Porée, Charles",A4719,http://viaf.org/viaf/2479859
"Radegunda, Queen, consort of Clotaire I, King of the Franks",A4766,http://viaf.org/viaf/291355691
Rusticus Helpidius,A4740,http://viaf.org/viaf/283979248
"Albertano, da Brescia, active 13th century",A4755,http://viaf.org/viaf/69742024/
"Bebel, Heinrich",A4745,http://viaf.org/viaf/24719906
"Rimbaud, Arthur",A4742,http://viaf.org/viaf/7396281
"Forset, Edward",A4748,http://viaf.org/viaf/45161799
"Lotichius, Petrus",A4747,http://viaf.org/viaf/52484563
"Vegio, Maffeo",A4750,http://viaf.org/viaf/17232779
"Pascoli, Giovanni",A4749,http://viaf.org/viaf/39397405
"Landor, Walter Savage",A4731,http://viaf.org/viaf/46796707
"Buchanan, George",A4730,http://viaf.org/viaf/105874857
"Fabricius, Joannes, Montanus",A4738,http://viaf.org/viaf/17384178
"Erchemperto, active 9th century",A4728,http://viaf.org/viaf/220069970/
"Falcone, of Benevento",A4736,http://viaf.org/viaf/203898091/
"Johannes, de Alta Silva",A4721,http://viaf.org/viaf/95264474/
"Morena, Acerbo",A4733,http://viaf.org/viaf/267617558
"Aelred, of Rievaulx, Saint, 1110-1167",A4739,http://viaf.org/viaf/39386818/
"Aeneas, of Paris",A4724,http://viaf.org/viaf/250165535
"Arnold, von St. Emmeram",A4729,http://viaf.org/viaf/55897799
"Columbus, Christopher",A4744,http://viaf.org/viaf/17231583
"Victor, Publius",A4754,http://viaf.org/viaf/64395902
"Rufinus, of Aquileia",A4757,http://viaf.org/viaf/77679446
"Ruricius I, Bishop of Limoges",A4761,http://viaf.org/viaf/225076852
"Severus, Bishop of Minorca",A4786,http://viaf.org/viaf/264002293
"Sophronius, of Palestine",A4790,
"Abbo, of Fleury, Saint",A4767,https://viaf.org/viaf/9966678/
"La Rue, Charles de",A4751,http://viaf.org/viaf/39400585
"Bigges, Walter",A4763,http://viaf.org/viaf/20021568
"Milton, John",A4771,http://viaf.org/viaf/17226855
"Fletcher, Phineas",A4746,http://viaf.org/viaf/34576203
"Addison, Joseph",A4752,http://viaf.org/viaf/7413288
"Marx, Karl",A4764,http://viaf.org/viaf/49228757
"Erasmus, Desiderius",A4743,http://viaf.org/viaf/87673996
"Withof, Johann Hildebrand",A4772,http://viaf.org/viaf/37693065
"Descartes, René",A4762,http://viaf.org/viaf/41838958
"Waardenburg, Henricus",A4741,http://viaf.org/viaf/5356398
"Pius II, Pope",A4776,http://viaf.org/viaf/100571068
"Luther, Martin",A4756,http://viaf.org/viaf/14773105
"Celtis, Konrad",A4753,http://viaf.org/viaf/64142723
"Quodvultdeus, Bishop of Carthage",A4760,http://viaf.org/viaf/250796368
"Reccared I, King of the Visigoths",A4773,http://viaf.org/viaf/14161968
"Remigius, Saint, Bishop of Rheims",A4770,http://viaf.org/viaf/19816895
"Rusticus, Diaconus",A4774,http://viaf.org/viaf/24944749
"Servius, active 4th century",A4777,http://viaf.org/viaf/10970700
"Simplicius, Pope",A4792,http://viaf.org/viaf/232105749
"Sylvester I, Pope",A4787,http://viaf.org/viaf/85181438
"Tacitus, Cornelius",A4796,http://viaf.org/viaf/100226923
Tarra Monachus,A4784,http://viaf.org/viaf/200396937
Terence,A4793,http://viaf.org/viaf/66462384
"Theodoric, King of the Ostrogoths, 454?-526",A4781,http://viaf.org/viaf/27864382
"Asterius, Turcius Rufius Apronianus",A4778,http://viaf.org/viaf/1361583
"Valerio, of Bierzo, Saint",A4797,http://viaf.org/viaf/100898418
"Valerianus, Saint, Bishop of Cimiez",A4785,http://viaf.org/viaf/61901206
"Petrus Alfonsi, 1062-1110?",A4775,http://viaf.org/viaf/70576609/
"Pontano, Giovanni Gioviano",A4758,http://viaf.org/viaf/9919481
"Petrarca, Francesco",A4768,http://viaf.org/viaf/39382430
"L'Homond, C. F.",A4765,http://viaf.org/viaf/39418212
"Passerat, Jean",A4759,http://viaf.org/viaf/44309345
"Vallauri, Tommaso",A4769,http://viaf.org/viaf/25489276
"Wandalbert, von Prüm",A4815,http://viaf.org/viaf/59077688
"William, of Malmesbury",A4816,http://viaf.org/viaf/205295992
"Salonius, of Geneva",A4779,http://viaf.org/viaf/287257072
"Sedatus, of Béziers",A4798,http://viaf.org/viaf/32385887
Siculus Flaccus,A4807,http://viaf.org/viaf/42643869
"Sidonius Apollinaris, Saint, 431 or 432-approximately 487",A4795,http://viaf.org/viaf/89203537
"Silius Italicus, Tiberius Catius",A4804,http://viaf.org/viaf/27071645
"Solinus, C. Julius, active 3rd century?",A4801,http://viaf.org/viaf/51672454
"Suetonius, approximately 69-approximately 122",A4799,http://viaf.org/viaf/89599270
"Taio, of Zaragoza",A4805,http://viaf.org/viaf/10203798
"Theodore, Bishop of Mopsuestia",A4812,http://viaf.org/viaf/38327704
"Theodoret, Bishop of Cyrrhus",A4802,http://viaf.org/viaf/77111352
Tibullus,A4791,http://viaf.org/viaf/100219266
Trifolius,A4810,http://viaf.org/viaf/76723453
"Trojanus, of Saintes",A4800,http://viaf.org/viaf/17630526
Uranius Presbyter,A4788,http://viaf.org/viaf/52081660
Valentinus,A4832,http://viaf.org/viaf/18018699
"Vegetius Renatus, Flavius",A4794,http://viaf.org/viaf/163344563
"Vibius, Sequester",A4813,http://viaf.org/viaf/52128315
"Victor, Vitensis",A4782,http://viaf.org/viaf/261403047
Tomellus Hasnoniensis,A4817,http://viaf.org/viaf/30273728
"Ulric, Saint, Bishop of Augsburg",A4845,http://viaf.org/viaf/293623348
"Ulger, of Angers",A4814,http://viaf.org/viaf/17579905
"Walter, of Châtillon, active 1170-1180",A4818,https://viaf.org/viaf/100212859
"Walter, of Speyer",A4835,http://viaf.org/viaf/88932796
"Wichram, of Saint Gall",A4852,
"William, of Jumièges",A4837,http://viaf.org/viaf/259261547
"Willibald, of Mainz",A4833,http://viaf.org/viaf/79044519
"Secundinus, Manichaeus",A4825,http://viaf.org/viaf/121639631
Secundinus Hibernus,A4808,http://viaf.org/viaf/39720519
"Severus, of Antioch",A4822,http://viaf.org/viaf/31142837
"Siricius, Pope",A4828,http://viaf.org/viaf/85460819
"Sixtus, III, Pope",A4811,http://viaf.org/viaf/49462650
"Statius, P. Papinius (Publius Papinius)",A4826,http://viaf.org/viaf/100904338
"Stephen I, Pope",A4809,http://viaf.org/viaf/33986145
"Valerius Flaccus, Gaius",A4806,http://viaf.org/viaf/100899421
Virgil,A4830,http://viaf.org/viaf/8194433
"Victor, Bishop of Carthage",A4803,
"Victor, of Capua",A4820,http://viaf.org/viaf/45098544
"Zeno, Saint, Bishop of Verona, -371",A4821,http://viaf.org/viaf/93640414/
Horace,A4876,http://viaf.org/viaf/100227522
"Udalscalcus, of Augsburg",A4834,http://viaf.org/viaf/30349087
"Fortunatus, Venantius Honorius Clementianus",A4856,http://viaf.org/viaf/88046472
"Virgilius Maro, Grammaticus, active 7th century",A4850,http://viaf.org/viaf/13997909
"Walahfrid Strabo, 807?-849",A4855,http://viaf.org/viaf/47555113
"Walo, Abbot of Metz",A4848,http://viaf.org/viaf/268850954
"Warner, of Basil",A4857,http://viaf.org/viaf/34810914
"Wibald, Abbot of Corvey",A4849,http://viaf.org/viaf/213109960
"Wido, Bishop of Amiens",A4839,http://viaf.org/viaf/79132486
"William, of Blois",A4844,http://viaf.org/viaf/88948603
"Pelagius II, Pope",A4869,http://viaf.org/viaf/19831430
Polemius Silvius,A4870,http://viaf.org/viaf/35257540
"Symmachus, Quintus Aurelius, approximately 340-402",A4823,http://viaf.org/viaf/98247027
"Symmachus, Pope",A4831,http://viaf.org/viaf/67261845
Tertullian,A4829,http://viaf.org/viaf/100226395
Ticonius,A4827,http://viaf.org/viaf/166435340
Vacca,A4824,http://viaf.org/viaf/25874723
Vigilius Diaconus,A4836,http://viaf.org/viaf/71745285
"Vigilius, Bishop of Thapsus",A4819,http://viaf.org/viaf/19144928647354440611
Vitruvius Pollio,A4853,http://viaf.org/viaf/46768430
"Gregory III, Pope",A4877,http://viaf.org/viaf/5339147270469635700007
"Turpin, Archbishop of Reims",A4859,http://viaf.org/viaf/22937804
"Guaiferius, of Salerno",A4840,http://viaf.org/viaf/29887035
"Waldram, of St. Gall",A4862,http://viaf.org/viaf/44710445
"Herrand, of Halberstadt",A4838,http://viaf.org/viaf/5363102
